income,dependents,withholding,filing_status,refund_days
72187.88733591296,0,2513.2754786402193,0,50.69457829582364
80343.60042856235,3,2893.0619318534464,1,57.0365164925339
58919.84817629499,2,4317.537557953157,1,59.280860944626724
75052.99346838036,1,4872.500156641644,0,56.70636103129044
65424.54037571451,3,6846.174584900259,1,57.09224109027292
50323.203680923136,0,5901.540834372532,0,50.015990387056505
65420.93408262621,1,4167.369485311944,1,55.44236538204616
83070.54849698953,1,4733.368386963787,1,54.85936107099489
59462.60941335073,1,4361.8741604306,0,51.7359507401432
83469.6548372101,2,3170.69252934854,1,61.04205669405441
20703.823438653835,1,3224.074126796757,0,50.275601138613396
72328.53756562836,2,7055.767782866819,1,54.86542262012159
61305.70602357257,1,1343.670144145721,0,69.48429332498178
55514.88974301198,2,8234.717394890109,0,59.168035294205296
61376.41164803253,3,4314.011548795536,1,62.05748468138998
30186.46628098661,2,3454.9827872156793,1,53.057883838040894
56704.92168243732,2,6479.518581394538,0,66.36579168436977
65356.6885726762,3,7970.433168294235,0,64.9131573047172
82168.41067112274,1,7235.264883207915,0,50.546785002314245
52225.94672589529,3,6003.7040987197815,0,57.622479692205836
47872.595956602185,1,7173.726979443672,1,58.09955324518977
52473.64434623195,2,1567.004845712268,1,68.41373204587151
73731.03176553111,1,3956.3389170237037,1,48.72023090752486
64931.266644895266,2,3177.659879950311,1,52.8037862714268
52053.59694349442,1,7449.27746243035,1,50.8317887554588
67699.01149670035,2,4233.043962152226,0,48.911485890635205
61456.16324022061,2,6690.813113564111,0,57.404412687483
74529.67485799333,0,6071.7138849772755,1,56.85700368517264
49469.203591839716,1,3275.386127672638,1,48.53142879114861
55085.067801033474,1,3826.083580047431,0,58.809451244828004
54118.377703017635,0,7587.635381629451,1,46.50351109339398
38047.27577801822,2,3449.0347026311733,1,65.75069504113841
64441.80415596864,2,5249.735220390958,0,55.90130546894378
63915.82908269834,0,3434.91742734711,1,61.1600480113958
60076.70184963691,0,4372.095626168279,1,49.64062901977558
56481.19299937279,3,4907.676112060056,1,61.94820291461059
38769.438869243786,2,3434.2669794050175,1,58.825461112408476
53690.320158519615,3,3079.106092032237,0,62.22953057539626
54859.282252098456,1,5572.546673554884,1,49.47481048117524
47965.84096167572,3,3310.5251824176476,1,61.30495192417182
57580.71432500986,0,3378.6848886026546,0,54.418638798972786
66060.76285221807,0,3121.893712596059,0,53.42927516336324
88292.78851815795,0,4844.183907337363,0,62.51942979954124
62618.66719247759,0,6887.403268799682,1,52.85024786866646
63863.25586084146,3,8013.057272624534,0,61.20513748691148
58883.311263507494,3,3548.163828012443,0,60.493843578926246
31218.431770514377,3,9300.621586662422,1,52.76948667792105
59602.291868261746,0,2990.590278586408,0,55.76652638465803
60903.4531491154,0,7167.097046655739,1,51.51909751584915
96948.6316872793,2,3556.6070919691147,1,60.65241016724342
57114.58552828316,2,3258.1534602599795,1,57.59058968818216
64523.210135004185,0,3510.4876864312228,0,52.52628734266557
59479.32345442135,2,4895.104600701762,1,59.90774768443098
42469.82943570702,1,6159.9443420672205,0,56.00707499897446
77142.34221772531,1,6339.736075809644,0,48.45608203033545
71278.99549030162,0,3112.0299693042234,1,43.21149628029734
71865.47920564571,3,3020.681424977463,1,61.4688044523249
46359.18817807892,1,3166.7226132729056,0,54.685908392338575
81041.91466404148,1,4777.291195228978,1,56.37801945175329
38972.234058115784,3,4579.68879161825,0,57.542219664062074
68802.85640700406,2,3099.64907586041,0,61.56627978661462
92856.83438714968,3,5539.207388126489,0,58.56878497206306
45141.955123039676,2,9525.137616670636,0,63.23446643469589
51505.53405595842,2,3990.569076329697,0,64.76100921276353
61494.77047631462,3,4132.976357592933,0,68.60350814334622
52447.86518825701,2,6119.3231406487375,1,55.00091570494659
36740.04853400801,1,3882.36741652641,0,62.229437279048
61028.44462209041,0,6337.928963436365,0,54.12032142456934
44065.44429410843,2,3562.9145864419193,1,64.78504225072672
67103.88645952773,1,8664.239215154603,1,49.97295045856403
46208.63648649295,3,5689.549945184589,0,53.323003353011444
83249.01607526309,2,3759.954101846577,0,50.246938271883735
48251.20061495644,1,3822.616601061452,0,66.51893899676112
55169.07725691487,2,3972.40049458393,1,59.42012187617037
72202.75826054504,3,7745.499332497747,0,60.97578491771097
41537.03525349067,0,2462.497984797433,0,64.98574122666048
63411.899019061944,2,3664.1166590809908,1,49.077208622289234
79607.14131423642,0,3876.678886149148,1,51.33031503769181
35887.75148158159,2,4968.624066486124,1,54.85102678543871
62769.507877984564,2,4457.780614706412,0,63.253595551328665
63898.24191372635,3,2017.5443372190744,1,57.51925453727652
71727.34307665966,2,4200.354632809065,0,53.79277664961698
41445.739336828774,1,4800.898633630063,1,48.147358111384406
40193.15080373586,1,3743.804329840433,1,61.003286051519666
67829.12348425346,0,6373.55097809533,0,49.91378855288908
64454.77009849779,0,6838.816857507294,0,50.401095720883646
63757.39275518815,1,4843.226600541214,1,57.32926415309831
65196.72314245464,0,5461.083173701459,0,51.04418978512404
49799.62917632264,0,677.8880053014582,0,50.797369880920336
63483.80545741505,1,4157.794455676337,1,46.93369967569917
64396.08709948022,1,7009.643383515825,0,54.70631963290688
49284.72872960448,1,4153.126833641445,0,60.333515318184666
87986.61766717135,3,3525.476647216078,1,58.46329713353182
67107.49381367682,3,9555.377852061862,0,58.59683566698349
42130.44754196027,1,8638.15438039161,0,45.29765798957021
69848.30412950745,2,5935.149824964315,0,50.33833247019515
45379.77494659018,1,7277.821222960095,1,62.99185835851111
71806.26905613678,3,548.1291640838446,0,71.61579219659956
77378.93368511106,0,3424.897118742587,0,60.419962340750004
47689.765224724346,2,4060.084253653697,0,56.6412923926741
74450.64193866483,2,4528.0398022661075,0,58.28192924408164
66191.71390404747,0,4020.1119580520744,0,55.971501456279924
72330.90239991735,2,-100.05258303269304,1,67.67178315161532
88451.89473980921,0,5772.04923741712,0,56.241864594808334
56319.17825995694,3,6087.308256561214,1,59.54226074987779
48693.95753463766,2,8203.797583179963,0,54.95792774123254
46657.28355561715,2,3423.3814704500733,1,61.53994386375035
47762.845725518426,0,3259.6736844401958,0,58.25194005271617
58843.47435878844,0,-359.9689719289376,1,57.580082635657334
65117.279622249654,3,4412.866326818227,0,57.87171281225042
64150.36198995029,0,6802.2235621243435,0,52.6299177273675
72407.74873554036,0,3776.4642756145613,0,50.825872205485666
60195.02837816861,3,9286.889637087295,0,56.51241533297793
81803.01115735975,1,4486.810328420953,1,54.957746461403545
56030.147501430656,1,5293.9845685771115,0,44.68342350839132
100802.53749884428,0,2273.793838836813,0,56.57450846566067
69385.01021647509,3,5574.440690350559,0,54.54615828662648
47142.63665375576,1,1041.3604102946094,0,63.451836217288864
43936.612529083315,3,6387.39591002629,1,59.79840280772868
67237.08622864778,0,6448.856352470824,0,51.41944455920259
56648.05822011224,0,7718.582848673021,0,55.02652758693655
70710.00741138138,3,2960.0625624646227,0,65.99527211921068
67098.56436860317,2,5321.124236594838,0,57.530296566346316
58907.56631014691,0,6127.633118773008,1,58.543801757745285
47298.094228973925,0,5884.5632766606195,0,50.490062038306874
37277.29162971203,0,3269.401449730297,1,61.08742706653554
53302.275718994686,0,216.03622088771957,0,58.65796663319625
72845.98191485209,3,5693.920593768962,1,53.0894476401012
63211.40616195306,3,4695.000643380161,1,56.547256977597925
41313.91831932018,3,3866.65881407712,0,56.63639504727627
62597.71388776773,3,6527.890727430932,0,63.39489860951508
65779.76069593255,2,4910.160923691134,0,51.07599418593248
46742.138456983004,3,2361.6098944644013,0,70.58643287437972
62305.87658918292,3,1137.095421807557,1,57.18356856946014
60873.13077669,0,2742.0734697336693,1,58.44119338949611
42855.44553254065,2,9786.024589533574,1,51.335104715768765
65366.81040522425,0,6445.553547865546,1,51.90852286738244
68411.76789552352,2,5377.224683950024,0,55.67255845966316
76245.76864762916,1,4636.678145628391,0,59.12736185603727
75807.03078052355,2,4505.214120105128,1,57.16965732264919
39334.959480643636,2,7334.39196671819,0,49.376052692435174
45932.624401273155,0,4018.8085161931367,1,48.16869146914057
67725.5290081299,2,6153.840821368585,1,52.14159862358238
67706.78926368314,2,4303.1440994168115,1,52.92187330995094
67725.71529459071,0,8880.313263670125,0,57.38374146324813
117790.97235982081,1,6484.577015156608,1,52.55049390408089
68563.35766039751,1,7491.113629367251,1,47.61552963243334
77033.48460270898,1,3831.1804506235226,1,52.71497042936128
74310.02645239803,2,7116.272225134843,0,54.36141235712982
69770.86876958697,0,4374.845149210619,0,54.18490749076405
55270.96133039481,1,5220.069647865698,1,48.403283328536304
71384.53830739901,1,8270.095341238917,0,49.66024910577449
48407.621781936425,1,2914.4498864871616,0,62.91858466933389
56447.72089889987,1,5406.495462610801,0,57.52022005422377
52719.54678256345,0,5876.010517037454,0,53.362301750261544
61228.112090794835,1,6040.00876160162,1,52.97310532497388
94719.87850010263,2,4098.4310138130695,1,56.67376520330988
31991.022111123777,2,9172.528201616162,1,50.78181627472562
70293.9028556177,0,2410.1362293194793,1,57.17538796421792
35809.26193215522,3,7917.770777264938,0,60.29802915197469
52921.022013158494,1,7430.131211183278,1,43.71105392268064
76334.2589545105,1,8801.77757920737,0,52.54041149124642
60964.200286431944,2,1823.5458025843595,1,51.64735720071181
43833.82833106041,0,3262.337024220579,1,56.91554899305795
49270.444361100475,3,7983.886118323281,0,61.85444666592813
70193.96623402013,2,1245.9216907393823,1,56.70018382105214
49044.50052424295,3,1787.0821979191724,0,63.629123025407246
63246.878843729624,0,4023.3844265770163,1,42.41941408781175
60683.5775985572,0,5383.987577244535,1,56.4799614932156
50225.99478591275,0,8184.45014729755,0,55.36391855395946
92159.16133987988,2,4629.468170139284,1,62.120958138548346
69508.78533477017,0,3783.5217038709216,0,63.64919899781457
29622.861200135892,2,5622.779875392855,0,52.256673659723276
62796.814721541414,2,5939.192966588802,1,59.501028041603405
50073.20302847418,1,5882.479644340542,1,60.51404257775176
72786.50002194336,2,4644.02758409731,0,51.88308306075651
48112.18892350949,2,1089.8277721637007,1,59.05411616860773
58278.95337799651,1,3164.768021787336,1,54.01822206206554
67574.80918470686,3,7840.5421705349245,0,62.43676715042257
72986.32791255182,1,5374.1378759532,0,44.6561567923264
41995.55389416336,1,4354.955761785886,1,63.72483271937509
54982.481462385775,0,7236.3370967479495,0,52.20097758227908
52875.82033258566,0,2739.7667352621033,1,58.84070527482363
50200.06151139432,1,4549.303732573984,1,54.14951007896806
86481.81360421646,0,5275.516810348075,1,54.185108444550295
66074.72566441433,1,4117.244993410742,0,46.27566371350851
41086.74068497432,0,5201.525645803197,0,52.87406249019325
73767.92920582164,2,4624.6121371564695,1,60.61419391956193
91832.3429551895,0,2201.3139044282498,0,59.24234782914023
75486.9789082672,0,5362.955763758112,0,46.452838772608104
37209.4505106898,2,2343.296416974265,0,61.9638280524088
52736.48890700623,1,5331.230250193445,0,52.57505812049904
79003.66723779934,0,7748.271648300219,0,47.72463209583259
49384.958015718286,0,4437.953605447891,1,44.95857502796852
66657.29142219343,2,2657.0337400580274,0,64.43647936947762
71619.51080144005,2,4746.024373590039,0,64.81904784608814
46096.04292632876,2,3336.057783842937,0,71.26465788697129
59107.119659072996,3,6189.018005262939,1,49.44074003602242
11380.989898963911,2,4704.022504954293,1,60.13283830117808
44634.185379985654,1,8419.526503329147,0,57.746330348775395
56211.4777291026,0,7325.979191354676,1,46.771497422555285
41283.25227052726,0,4693.838991037194,0,50.71826908191615
84486.16955897454,3,6431.218135946182,1,51.140070259219165
38547.87933059051,0,4213.527181674309,1,50.14970660102462
53399.332699545244,0,5067.913770330337,0,55.94519420894942
61961.10865929137,1,4277.131607299376,1,61.523428445234686
81619.09933599173,0,6532.911919699417,0,58.99377977035117
38462.06773230841,1,7865.9765534191565,0,46.05693872523753
77447.45628232439,3,6597.2964143822865,1,52.45848734261516
60153.4959152938,1,6843.873202570711,1,58.65432866897664
45277.37023428074,2,6846.0668744714585,1,50.4984689625532
66931.55211394906,2,6102.51184466942,0,57.6129173382797
62985.89543360205,3,2721.427681579464,0,54.75212764535011
50996.74684261808,0,8401.943038833,0,57.363224038731744
61047.031274850284,1,8608.82165339685,1,40.82743731734621
54220.2960470736,2,4532.240793373263,1,48.253706302693644
61702.760178768716,1,4258.604169567636,1,59.995481134615886
69931.96011781569,2,6224.82330583075,1,64.37548509200204
83790.25224218029,1,6101.62567036701,0,54.44531890600842
41432.76751759726,0,4596.107862493963,1,52.16957807819191
91995.500619844,3,2499.9486888247916,0,68.04144911009016
30718.68300716247,0,5611.402381499554,0,55.83583669198736
57723.223574466254,1,6102.87307635109,0,54.03103602676559
68824.75809726864,2,6451.642296077594,1,52.12108959699394
64214.87801602549,2,5698.585544708416,1,47.467424667866666
50659.50720269109,3,4457.769703276181,1,59.70693915732492
56878.16624464087,0,6988.004079012557,1,49.552411810640066
52604.985980117504,0,5131.696995131837,1,49.679072109304755
51159.52864583682,0,4070.153971270559,1,47.9207720509175
72744.03145531537,2,4638.693235908558,1,51.85865249762429
65355.23228947571,3,1508.0619350500363,1,64.58382266748346
49606.35607109019,2,4635.516351642922,1,60.77280189040231
73493.99813149877,0,6376.873039749337,1,48.98754617879758
64609.49281314914,1,5679.56604427846,1,51.15803608948965
72192.9317825844,2,8041.328345962372,1,48.69043142096661
69444.43262885418,3,4474.050171968592,1,63.210050045902705
47565.07483616891,0,5974.626326106632,1,51.1803525221729
51597.284397045456,1,6585.480352611544,0,57.25402454402479
71209.40407684892,2,9685.714016574817,0,56.10663663389249
69155.55398150197,1,5289.530982235281,0,55.17196091509504
59686.47609053778,1,2911.625642271953,1,50.26157385851094
61759.91074963173,3,6695.857506710564,0,54.32347671485984
79164.97343682637,2,8731.454711936914,1,57.907972951300344
51126.42916746255,3,4354.902579546757,1,55.01667584620038
68206.46071755057,0,6682.163077212832,0,51.266025324045415
56967.11021349159,1,7457.456110457841,1,45.87059121268611
56734.78195159169,3,7034.131087940307,1,49.88553631742766
76481.65277980786,3,5251.117044947156,1,53.90305796990923
72381.24523482045,0,3603.052483573708,1,61.838983437648594
72202.64454000958,2,4837.440903972829,0,62.45274605198932
79582.18210731493,3,5917.200907755261,1,54.44885473512662
60315.05762449138,1,6816.445048183458,0,60.59793892457652
70229.29456942446,1,5667.890095998078,0,55.57061553751969
55345.99865109816,1,4240.184066918846,1,61.531516168040355
64862.49528732663,1,6110.759312299538,0,66.94789243968152
58047.85418448473,3,6720.1701354856405,1,61.42063856084532
61454.93947489077,1,5759.220112828961,1,53.71353466328392
68927.3553815537,3,3327.62577092335,0,66.16892359665846
47726.689751497914,2,4637.18793056562,0,59.43816816584545
91385.8091352819,1,6895.641552824934,0,45.924366627299854
44909.73927750447,2,2233.9643825110525,1,55.49290854642872
41787.17080818402,3,813.6439552176818,0,60.42839806651623
77371.66310250101,0,8016.165700288041,0,48.59987909055759
71874.94040944404,2,6022.830510043759,0,66.94552665315345
69361.79725578232,1,6213.460005040212,1,58.39728870923308
69425.1826389642,0,2846.366052745888,1,56.35805795446235
59816.29840729628,2,6475.056126933076,0,61.586658625323714
46541.18442771253,3,5550.497375136729,0,50.988935195333994
61137.068372905895,3,1831.3448443032057,0,67.80957372114445
49842.574327318325,3,7848.566828547715,1,59.84955475246312
74626.79600126627,2,5317.366647237458,1,44.48389741432613
57794.13927746792,3,4207.832067841462,1,62.61835170105553
47617.54204811233,2,4244.020508029565,1,49.63561127863501
55179.2123752051,1,969.5561891352469,1,48.180417028634594
66193.97181413436,1,6186.6731992627265,0,62.44491788503517
51544.131707940374,2,5523.714414491451,0,53.44104034744684
47666.69406650353,2,4611.8397353338105,1,52.808426567744306
63655.30817237868,0,7556.970414903344,1,54.39105229888338
63674.49856663084,3,2232.2819620083087,0,62.241526676729684
52395.85236943305,1,3806.4550472647697,0,57.29271808408982
52934.425415725156,1,3299.9834904792283,0,57.68958197733112
63480.74906036454,0,4442.4100404568935,0,57.295583814417036
38278.73487754014,2,5134.940050514446,0,57.73338786753217
38888.04338435167,2,5860.02704762271,0,58.710603324172794
49223.33668121346,0,4306.053093789766,0,53.17615627914671
56798.292724322295,3,3245.2885296902127,0,64.5138094197066
64663.61348397007,2,8372.013899540889,0,57.197201259981945
82130.34325424329,2,9823.280383577137,0,63.66614880484378
72864.89434803028,3,5286.573343764051,0,58.80717190786744
57600.922050548594,3,3486.439265958266,1,58.59273314501683
59714.75688145967,0,7950.908262084588,1,50.24321336760062
44962.05953043287,0,2106.4857873430697,1,59.71569243423053
59722.30296011415,0,4330.453350590345,0,50.21162088352365
55670.12041619793,2,3607.7658973073967,0,60.910116711567944
64840.778405071345,0,2680.9288990990226,1,41.77994092062564
47591.53584671515,2,4439.951534156461,1,55.20238888223156
67790.19771361758,1,3271.65584165207,0,64.09197930884474
82991.08369503866,3,5025.308928297309,0,57.3439788899661
58368.597773147136,3,5054.354335344928,0,61.829833741081636
66025.67583148413,1,3757.3365529560415,1,52.59813557512595
70352.1598756667,0,4258.973286812261,0,51.444015724519325
53981.692921712456,2,4538.302064192579,0,64.31912792714793
63361.38722715625,2,6619.692122238854,0,52.154014428532875
60188.88601172692,2,4703.141197871629,0,60.76168527144384
61465.14147823248,3,6649.403481572194,1,57.8923546222586
48404.853242168,0,6171.625967109311,1,46.569376447697564
60367.652613884144,2,6143.061393801484,0,58.63536489098666
67469.97436868174,2,7775.691940691946,1,48.54956887196817
81767.15411692562,2,2761.2182405081803,1,60.84774113403761
74389.0623912781,1,4053.633787385773,0,51.37163763939976
92297.73686267335,2,8526.597600599138,1,50.77537488344166
48489.78655667926,1,4485.366998821465,0,56.25077470288904
73084.80955081017,2,-630.2473798116991,0,70.19502407086505
62750.130086075274,2,4594.06331370423,1,57.10615204485523
92847.04399826509,2,5269.8790603265,0,63.5051883902338
47875.525719672725,1,-234.22623486242156,0,65.00768147731182
47404.17236728836,2,7667.871279775896,0,59.0736437247029
51009.11031833967,0,3572.575072268796,0,54.767758976580865
28141.564135352895,2,5657.126230375031,1,60.44740318724941
52113.674674788585,1,4548.036909311876,0,55.67111104417811
48613.01007669453,1,2423.297161591917,1,47.92757543875754
62255.906797143114,0,2858.98373072916,1,53.06708042693638
65126.339636657394,3,3129.834327144906,1,62.137547696075444
88142.56258823829,0,7171.343818367276,0,44.79552758806866
74256.35757279076,0,4704.9236237996965,1,47.86956458259838
51346.44516506395,1,3956.2689668965068,1,48.890788832216714
46523.77992977463,2,3130.7821748195374,1,61.80280334872529
67378.78757259759,2,7392.300443052252,1,61.972012742010236
40196.501894690366,3,7928.402545047174,1,54.02310168388674
87471.8814878153,3,7369.487797413361,1,58.28816401792793
77691.60181081931,3,5984.874678308333,1,59.54272215119029
52962.365218429426,3,5579.6600837414235,0,68.18932464845838
34302.98206363683,0,2568.124364048197,0,54.16911111618877
80308.0856124812,0,4508.361746577885,1,51.3922434296305
58281.902321210735,2,3632.279593307127,1,55.663877159572586
78567.24467960192,0,1348.9757820305806,0,59.02786041817074
36083.58511808449,2,7114.086838330732,1,66.4074971722533
51009.374655693406,2,3608.3401072154497,1,57.54571546877112
60078.65549577275,2,7391.8838148706145,0,52.33456292209408
60704.70890647113,2,6763.492801520024,1,48.46402106401438
53249.01792781134,1,6113.435953266838,1,59.1497890832984
69342.74898521249,2,6225.768143526368,1,50.47795933658324
43985.69355926108,0,3769.3722358525847,1,56.54856256014289
57864.3077246806,0,8715.70030258133,0,47.885843051125526
61804.434475678485,0,5086.250861906098,1,45.58028545517804
67716.58251088124,0,5603.863370237408,1,54.4221346312717
70674.22317133335,1,3701.8473328667214,0,55.14442833331562
43130.36862243197,3,3137.6694784460797,0,64.98945871774839
36988.287438965664,3,5954.5920176188465,1,59.54182268661137
79165.15232847763,2,5435.026991877571,1,58.29629923318477
64984.71017969387,2,3421.2952681948454,1,56.23796131208922
48772.701951651696,0,2123.146562449192,1,58.30777122007434
83267.27963283785,0,2460.1538253449057,1,49.927114532414684
61735.11951439288,3,7392.267434182214,1,43.33728131049711
77689.45776095739,3,3773.492370699857,1,62.76096849490068
61012.777221151635,0,4322.182908648332,0,56.505769615539016
90911.21887322981,2,7900.680517518124,0,53.04892826241202
86330.11263664806,1,2755.6988770271705,1,48.8885373130976
56265.5377728139,1,3546.0103485658865,1,45.2710981572574
74573.56426431533,3,3462.466342878614,1,59.796250398166244
69680.63924377722,3,8236.136962332079,1,63.007792866317686
80529.47336298523,3,8986.767001164828,1,53.32044591668027
45526.14809129843,1,6503.126450804341,1,50.690196615737925
70290.7718999766,1,6566.76944830848,0,55.31139133921231
75876.36730274382,0,3839.289994294538,0,67.05673556524931
33618.90770365328,2,8894.656973808565,1,55.8648641594571
42251.12231001337,3,5535.392508717324,1,52.79673123278073
29411.51733359849,0,6706.22052889948,1,50.43429899061104
55958.89748333164,1,4788.950122458092,0,58.87323443331661
70763.13383693944,0,4463.934825344778,0,50.254370841760995
82535.35578144042,1,8326.084519192234,0,57.46959859252056
61111.42170629663,2,6079.447359476614,1,50.83150865480162
84429.23318356938,1,7902.750922140764,0,46.54252024115888
39298.47812677663,0,5510.656343490089,1,51.8700114257088
34449.26340967268,2,3303.266927153819,1,57.285953775394404
59166.78451655072,1,3833.314134243024,1,55.1615763547435
65760.98173408961,3,5205.930484929221,1,53.97084642675684
59509.578778588606,1,3746.9995679133467,0,55.12743734273145
28988.36849940185,2,2785.0771827446188,1,63.85715611910095
58663.19940730817,0,7402.83406357405,1,51.80259401142969
40432.9574924272,2,3910.2598583529757,0,55.3060097587606
70045.08823245058,0,5276.385495582641,1,41.97013003231682
65498.973691452724,1,5592.267179771209,1,48.83565080966774
45901.80320508967,1,3823.6937493588625,1,55.962801611442096
52291.9962399496,2,7901.598932617479,0,52.93874247561032
44111.79717166573,3,2765.7164775907745,1,56.68603249652512
59059.813540902425,1,5523.250527161542,1,50.53094727818514
74327.13480751857,3,5492.235412753167,0,60.14422677356539
45214.10930496684,3,4891.4907942717045,1,62.031648770520036
67560.69773276767,2,2406.174773456035,1,58.5917292068155
52046.13572441339,1,6741.635103726929,1,52.56805000386132
48106.907516064835,3,6487.021340669193,1,55.388676839916705
58394.544600681635,1,3648.8629428175673,0,55.85435289640874
44471.365163709386,0,6414.9744144107235,0,58.05622994218893
51695.26041979227,3,5749.815372601552,1,60.96219496661943
42031.831611167276,2,2438.7757092777833,0,71.78762387905246
89470.87699374584,2,3292.1421708572852,1,60.76067932108898
60528.95327957593,3,7276.5628897791585,1,53.231365501183525
49504.117380111216,1,5618.832370284101,0,51.85791108416495
63209.69866101333,0,3871.3941083787477,1,57.89333219517934
58315.07925463755,0,3283.048217654716,1,49.64201736079473
56685.45600700166,2,3969.2124037691583,1,61.0794710288412
69212.50050065138,2,4111.040940244591,1,53.089389090292336
71362.61565070957,1,3308.0739347414965,0,60.43771798419491
52042.48278584209,2,1516.4717752333954,0,57.18477215043479
51362.7263903298,1,7280.026572801571,0,58.619400198858834
55874.22454272534,3,6941.267345222886,0,52.89037437723087
25471.182528966227,0,2453.489096386281,0,58.91129755114723
37272.13406702172,3,5272.622591127335,1,56.7381777377376
80503.11401166787,2,3195.523594570467,0,61.31350859156083
84674.51570251926,0,4476.865553546929,0,53.5441152756449
56264.45940665433,0,4310.466840252687,1,50.593233422892354
68648.35444583649,3,4144.331568564255,1,59.6295744514846
64668.75231815304,1,9005.894168152572,1,44.98341394139817
106183.21212682857,0,4119.348630647619,1,47.840541061018996
76793.62367151865,1,3383.4723498661506,1,53.82378015194179
58081.2361277885,3,3474.8371410059044,0,60.537812160399056
45666.89339099362,3,7087.553912803511,0,53.88546376817462
35903.30519613641,1,1695.7953366141303,0,64.92527812795919
63051.954538008344,3,3474.7541671289596,1,57.85287874071302
48654.73882073545,0,7893.645680223068,0,50.97304330479638
38666.19435603489,3,5487.972375995294,1,50.874385994156974
50301.4067363621,3,5383.844010072226,0,70.97433526298838
43776.779945784074,0,9264.292920287404,1,59.87104405748716
85307.12452608848,1,5492.695905896998,0,52.60531120208127
73224.59635424176,3,3583.627677280835,0,68.54680422856465
59880.41038025074,1,4435.845886247303,1,54.10508719506475
82199.1620833504,0,2729.135381938863,1,62.28971258212667
61160.524614714275,1,7511.8740800313935,1,53.16929135197054
47080.73698007604,1,6149.12343507343,0,56.349687408763565
